weight,source,target
1,5620,6330
1,8830,4030
1,7750,1340
1,1340,7340
2,8230,4110
3,4030,4040
2,8960,5240
1,8130,8910
2,8920,'Unemployed'
4,8720,'Unemployed'
1,140,50
1,8800,9500
1,7700,4010
1,7700,7000
1,8350,4810
2,8860,'Unemployed'
4,'Unemployed',7410
6,'Unemployed',8650
3,'Unemployed',6940
1,8250,1540
1,8100,6420
5,'Unemployed',7950
1,7950,7010
1,8100,7750
1,7700,6440
3,4150,2340
2,7700,6600
1,8530,7700
3,8040,'Student'
2,'Student',8040
2,7750,7840
1,7840,7750
3,8830,2910
1,2910,8830
1,8960,7620
1,7700,120
1,8630,430
1,7710,'Unemployed'
2,8900,'Unemployed'
20,4060,'Unemployed'
1,7800,7340
2,7700,8140
8,'Unemployed',7720
1,8240,5000
3,8740,7200
1,8200,7750
1,7800,7750
1,7750,7730
1,7950,8740
5,'Student',8800
1,8960,8720
1,8240,'Student'
1,'Student',8240
1,8240,2320
2,8960,4220
2,7700,7020
1,8950,6520
1,8350,5600
1,7700,3510
1,3510,5240
1,7740,8220
2,8100,8960
1,6600,8140
6,7750,8140
1,8000,4250
2,4250,8000
1,8000,8140
2,8220,7750
1,8960,7930
1,7930,'Unemployed'
1,'Unemployed',7930
1,7750,8530
1,8830,4420
1,4420,310
1,310,8960
13,'Unemployed',5310
2,8740,5620
3,4540,6230
1,6230,2600
1,7920,8740
1,8800,7800
1,7800,4250
1,5400,8250
1,8250,8800
1,8830,3600
1,3600,5700
1,8930,1040
2,8530,8960
2,8140,7750
2,7750,7700
2,8740,7750
1,7750,5510
1,5510,6240
1,6240,1550
1,1550,5510
1,5510,4110
2,4110,6240
3,6240,'Student'
2,8000,'Student'
1,7700,9640
5,7840,'Unemployed'
2,'Unemployed',7840
1,7720,8960
1,140,8960
3,'Unemployed',6730
1,6730,8260
1,8960,9750
3,8800,7750
2,7840,7800
1,7300,'Unemployed'
6,'Unemployed',8260
1,8260,5400
1,'Student',8260
1,4600,8260
1,7840,4900
1,7700,4060
1,'Student',7720
1,7720,'Student'
1,4030,7720
1,7720,4030
5,4030,5860
9,'Student',8960
1,4110,1010
1,'Student',300
1,300,'Unemployed'
1,8740,2630
1,7720,8220
5,8320,'Unemployed'
1,7720,9620
2,8230,'Unemployed'
3,8960,8220
1,8220,4230
2,4230,7750
1,8720,4010
1,7700,8320
1,7750,6420
1,8740,5110
4,'Student',5310
2,'Student',7840
1,7840,4030
2,'Student',8320
226,9620,'Student'
58,'Student',9620
3,9620,810
2,4140,4110
1,4110,4140
2,4140,4600
1,4600,4950
2,4950,4600
1,8840,'Unemployed'
1,8220,7720
1,710,120
1,8950,6440
1,140,1430
1,1430,300
1,8830,8260
2,8360,'Unemployed'
1,'Unemployed',8360
1,7920,1540
1,8960,7120
1,7700,9800
1,8460,'Student'
1,5610,2920
2,8140,4020
1,6230,8140
1,8830,8250
1,8250,8830
1,8130,8600
4,'Unemployed',6400
2,6400,'Unemployed'
1,220,8810
9,8810,'Unemployed'
1,7750,2720
1,2720,7750
1,7750,2320
5,8040,'Unemployed'
6,'Unemployed',8040
1,8830,5930
1,8800,8100
1,8830,4220
1,4220,2310
1,8240,3850
4,8530,'Unemployed'
1,4110,8810
1,8960,340
1,340,3650
1,3650,4020
1,8740,220
1,7700,6530
1,8730,1960
1,7700,8740
1,7830,7850
4,7850,'Unemployed'
1,'Unemployed',7850
7,'Unemployed',8000
4,8000,'Unemployed'
1,7750,4220
1,8960,4010
1,8800,4760
1,8920,8760
4,8950,'Student'
3,'Student',8950
1,8950,4710
2,4710,'Student'
1,8640,6050
1,5930,2200
1,2200,5930
1,8030,7330
1,4950,6260
2,4020,8220
1,8260,6520
1,6520,8810
1,7950,7350
1,8760,4720
1,7720,4250
1,7750,5120
1,8760,8650
1,8450,'Student'
3,'Unemployed',7920
1,7920,7900
2,8960,4030
1,4840,5100
2,8960,4510
1,4510,5810
1,5810,4510
1,7750,7720
1,7740,8810
2,7950,6440
1,8960,7900
2,'Unemployed',8550
1,8550,4250
1,8400,5930
3,8960,4110
2,8220,8960
1,8260,8800
1,8740,140
1,2750,4610
1,8760,5240
1,7950,6230
1,6230,7950
1,7950,8960
1,8030,8960
4,8960,6260
2,6260,8960
2,7750,6600
1,8740,8920
1,8030,140
1,7700,140
1,7720,7110
1,7110,7720
1,8140,'Student'
1,6440,5620
1,8960,4020
1,'Unemployed',8530
1,4430,2630
1,2630,7010
1,7010,4110
10,6260,9620
1,8800,310
1,8740,1920
4,8230,'Student'
3,'Student',8230
1,8420,'Unemployed'
1,8740,4140
10,4720,4140
2,4140,4010
1,7700,340
1,8340,'Unemployed'
1,8260,6510
1,8500,9810
1,7750,6200
1,4000,4110
1,4110,6420
2,8740,4900
1,140,4700
1,8800,4010
1,4510,8960
1,3730,50
16,3950,'Unemployed'
3,2720,5120
1,5120,2720
110,3920,'Unemployed'
74,'Unemployed',3920
2,3800,2000
1,3920,2310
1,2310,430
3,3920,5860
2,5860,6260
1,5310,560
1,5860,1040
1,1040,20
1,3920,5550
1,3950,9810
1,3920,20
2,3740,3720
1,3800,3300
6,3740,'Unemployed'
1,3820,930
4,3920,6260
1,8000,7900
1,3910,730
2,3920,2300
17,3800,'Unemployed'
1,3800,6050
1,6420,3950
2,3730,'Unemployed'
12,'Unemployed',3800
3,5610,3920
1,3820,'Unemployed'
1,'Unemployed',1820
24,'Student',3950
1,3820,2010
2,3920,2910
1,2910,3920
3,3850,9810
3,3920,4510
1,4510,3920
1,3820,4110
5,4110,4620
3,4620,2720
1,5120,710
1,3730,5840
1,3920,7310
8,3920,3730
1,3950,3130
1,3740,4620
1,3910,4760
1,3950,7800
1,7800,2310
1,'Unemployed',2430
1,2430,4250
1,4250,2310
1,3920,5700
1,5550,9140
1,3850,5240
2,5240,3850
1,3850,2000
1,2000,5860
7,3920,4720
1,4720,5850
4,3920,3850
2,3920,5000
1,3710,'Unemployed'
1,'Unemployed',3710
1,3920,1000
1,3820,2140
1,3700,3800
21,3920,'Student'
1,3920,4320
2,4030,3950
1,4110,5410
1,5410,1840
5,3950,4110
2,4110,3950
1,3940,6260
4,6260,4020
2,3950,5860
3,3740,3400
1,3850,5400
1,3720,3740
1,3920,1230
1,1230,'Student'
5,3920,4110
1,3950,4030
1,5860,3950
3,5860,4030
1,5700,3950
5,3920,4020
1,3920,7000
1,7000,6510
1,3800,1040
2,1040,5400
4,4110,4060
1,4060,4130
1,4130,4600
1,3730,620
1,3910,5930
1,5930,5810
1,3950,1110
1,3920,4710
1,4710,3920
1,'Student',4900
1,4900,5620
1,5620,4900
2,4900,4110
2,3840,'Unemployed'
2,'Unemployed',3840
1,3840,3410
1,3910,5010
3,3920,4220
4,4220,3920
7,3940,'Unemployed'
8,'Unemployed',3940
18,'Student',3920
3,'Unemployed',40
3,40,'Unemployed'
7,'Unemployed',4800
2,3730,3920
1,3800,5600
5,3850,'Unemployed'
2,3910,'Unemployed'
2,4250,800
1,3700,2000
2,3920,3600
2,3850,3820
1,'Unemployed',1300
3,3920,9620
4,9620,5510
1,3800,5110
1,3950,3410
7,3920,5240
1,3740,4540
1,3850,430
1,430,620
2,620,5400
5,'Unemployed',1000
1,3910,1110
1,3920,8220
1,3850,5420
1,3920,5310
1,5310,3920
1,3920,6130
3,6130,'Unemployed'
2,3920,8740
2,3940,9620
2,5240,5620
2,5620,5350
1,4510,5630
3,3950,4220
1,4220,3950
2,3710,3850
1,3850,3710
1,3910,9800
3,3950,5700
1,5700,4620
3,3920,4250
2,4250,6050
1,6050,7610
2,3920,4650
1,3920,3650
1,3920,2630
1,2630,1530
1,3950,4130
1,3940,3600
1,3840,4110
2,3920,2720
1,3920,7010
1,7010,5850
1,5850,130
1,130,7010
2,3920,2540
1,2540,5810
1,5810,1810
1,3940,6660
1,3950,8920
1,8920,4030
1,3950,4710
1,4710,4650
1,4650,4130
1,4130,7800
2,3920,4600
3,'Unemployed',4530
1,4530,3800
1,4150,3950
3,3800,3700
3,3740,1960
2,1960,3740
1,3730,4240
1,3740,7330
1,5700,3640
1,3920,730
1,3910,430
1,3840,4150
1,4150,2920
1,2920,4150
2,4620,4150
1,3920,2750
1,2750,2600
1,3920,2140
2,4020,1960
1,1960,4020
1,3920,5530
1,3730,5550
1,3730,430
3,3920,5810
1,3950,4150
1,4150,2860
1,3740,7200
2,3950,4720
12,4720,3650
1,'Student',1430
1,1430,7000
2,7000,'Student'
1,'Student',7000
1,3850,'Student'
5,'Student',230
5,230,'Student'
1,230,4430
2,4430,4150
2,4150,4600
1,3920,5400
1,5860,1060
1,1060,1000
2,2630,1000
1,3850,3700
1,3920,2020
1,3920,3000
1,3000,350
1,3940,120
2,120,910
1,3740,3850
1,3740,7750
1,7750,3740
2,3950,620
1,3750,4420
1,4420,4250
1,4250,7420
1,3940,5700
1,5700,4250
1,3750,2750
1,3700,3600
2,3600,3920
4,'Student',5410
1,3920,2320
1,3730,6000
2,3920,9610
2,4430,2340
3,'Student',3130
1,3920,5160
1,3920,5260
1,5260,3920
1,3920,5930
1,3850,5610
1,5610,3800
1,3800,5610
1,3920,2340
6,'Unemployed',3950
1,4710,4020
1,4620,9840
1,3850,3860
1,3860,3850
1,3950,4060
1,4060,5400
1,6230,3740
4,4110,3920
68,4940,'Student'
1,800,8800
1,8800,5410
122,4940,'Unemployed'
6,4760,4710
2,4710,4760
1,8140,10
2,4740,5310
1,5310,4740
1,5310,2330
1,2330,4740
1,4740,2330
1,2330,5700
1,4750,5620
3,4820,5000
1,5000,4820
3,4740,5400
2,5400,4530
9,4720,310
11,4940,5240
1,5120,3920
1,3920,1100
1,4050,4000
4,4940,4050
1,7150,3920
5,4760,8960
1,8960,20
2,4700,7700
4,4720,4350
1,5260,3530
7,4820,120
1,4850,5000
2,4700,540
1,540,4710
1,4710,860
29,4760,5700
7,5700,4760
3,4760,230
5,4850,50
23,4720,4020
7,4760,5300
1,5300,4710
2,4720,6600
42,4760,4110
1,4760,160
3,4740,4720
34,4700,4760
15,4760,5160
2,5160,910
18,4740,'Student'
32,4720,5620
1,5620,3320
21,4760,4020
4,4700,2630
15,4720,4230
3,4720,4540
1,4540,4600
1,5160,2720
10,4720,2540
1,4960,2720
14,4720,4060
1,4060,2750
1,2750,4130
41,4850,'Unemployed'
8,'Unemployed',7260
1,7260,430
1,5600,8530
2,8530,'Student'
1,'Student',8530
1,4700,40
2,40,4760
2,4750,5700
1,5700,7000
1,4920,420
6,4700,5160
2,4700,6260
1,4720,3050
6,4760,50
1,50,4760
3,4720,8800
1,4620,4220
3,4850,4700
1,4760,1000
2,4740,4430
2,5400,3950
1,1040,4430
1,4430,1040
1,1040,5700
4,4760,3650
15,4850,'Student'
73,4760,4720
1,4840,540
1,540,910
1,4220,910
7,4760,2300
2,2300,5240
1,50,910
3,'Student',4650
1,4650,4760
1,5310,2320
2,4920,4760
1,4760,910
1,910,850
2,4850,2630
2,2630,4700
3,4820,840
1,5620,800
8,4940,4760
2,4760,5000
1,620,120
41,'Unemployed',4940
2,'Student',1350
5,4740,5620
17,4720,5700
3,'Student',2020
1,4700,220
1,4700,530
5,4850,5700
1,2540,8220
34,4720,5240
6,4760,5260
1,8830,5700
4,4850,4840
4,4840,4760
5,4720,4250
3,4250,4130
2,4760,5540
1,5540,4040
2,4050,5120
2,4720,5820
2,5310,4020
1,4150,4130
2,4130,5620
1,4850,600
1,2850,5700
1,1040,2540
1,2540,2910
1,2910,2010
1,4850,3650
4,4700,520
1,4850,6000
1,6000,6050
3,4760,310
6,4950,'Student'
1,5540,5820
5,4760,4650
1,4650,4110
2,4940,2750
1,2750,4020
2,4020,430
29,4920,'Unemployed'
1,4760,6350
1,5620,7020
1,7020,520
1,520,7150
2,4760,2850
2,2850,4760
1,4760,40
2,4700,4020
1,5100,5510
1,4830,4110
1,4110,430
2,4700,7810
3,4700,9990
1,540,850
2,1040,5240
13,4760,4840
8,4760,430
1,'Unemployed',2040
2,4610,9990
64,4720,4760
1,4760,1410
3,4700,5930
4,4760,5510
1,2540,1040
1,1040,4720
14,4720,5120
6,4760,3950
2,3950,4760
8,4760,6050
2,2720,4350
1,4350,5160
14,'Unemployed',4920
17,4820,'Unemployed'
1,1810,5400
4,4760,2010
3,4720,6420
3,6420,4720
3,4720,2010
8,4760,4050
1,4620,4640
3,4640,2000
10,4720,5610
5,4850,4110
1,4110,4850
1,4850,1400
1,4760,3610
1,4750,7150
1,4720,2330
4,4760,4950
3,'Unemployed',850
4,4720,8960
1,4720,1060
1,1060,350
1,350,1060
4,4760,4610
1,4830,20
1,20,4540
1,4540,720
1,720,'Unemployed'
1,50,720
3,4760,2700
1,2700,4760
1,4700,2700
1,2700,2000
1,5400,4430
1,4150,5620
1,5620,4430
11,4760,4620
5,4620,4760
2,7750,4610
1,910,2150
6,4060,4720
8,4760,3920
1,4720,2600
1,4760,5150
1,4800,5000
2,4760,5030
3,5030,'Student'
1,'Student',5030
3,'Student',7010
1,4850,1540
21,4740,'Unemployed'
1,4850,3910
2,'Unemployed',3910
1,4060,1820
4,4760,8830
1,4150,4950
1,4950,4230
3,4700,120
2,120,430
1,4700,2540
1,4940,60
1,60,2820
3,2820,'Unemployed'
3,'Unemployed',2820
13,5240,4720
13,4720,4510
2,4740,5120
3,4720,5350
1,5350,4720
4,6050,4760
4,4700,5700
16,4760,3600
2,4110,8960
2,4060,2340
2,2340,4150
1,2340,4040
6,4760,4010
7,4830,'Unemployed'
1,9610,1000
1,4720,5360
1,5360,5160
3,4760,7800
1,7800,7840
2,4940,5300
1,4110,2010
1,4820,7020
1,410,430
1,120,950
1,4850,4510
1,4510,4850
27,4700,'Student'
1,4030,2310
4,4700,5120
1,50,430
5,5120,4760
1,2330,2320
1,4830,530
5,5240,4600
9,4760,4150
25,4720,4050
2,4760,2200
1,5400,2000
1,4760,7020
1,4850,3300
1,5700,2320
11,5400,4760
1,4720,6320
3,4920,410
1,4760,2100
1,4920,340
1,7840,4050
2,4760,8740
2,8740,4760
2,4760,6200
1,4760,7330
16,4760,2720
8,4760,9620
1,3600,4220
2,8740,3600
16,4700,5000
1,4220,4030
4,4720,6050
2,6050,4250
4,4250,4720
5,4760,5610
3,4740,5700
1,4720,100
1,100,4110
1,4110,100
1,4750,3400
2,'Student',4520
2,4760,1550
1,4850,160
5,4940,3600
1,4110,8100
1,8800,1960
1,1960,4030
2,4030,4760
4,4760,1040
1,1040,700
1,700,5620
2,'Unemployed',1010
1,4750,4610
1,4610,3920
2,4760,520
1,520,4950
1,4940,2110
1,2110,5810
2,5810,5160
1,5160,4940
1,4940,5160
1,5160,2110
1,5700,830
1,'Student',3110
1,4850,5350
1,5350,4840
2,4760,2800
1,'Student',530
1,530,'Student'
2,4850,2900
1,4940,4350
1,2320,5300
1,5700,5160
8,'Student',4740
7,4760,4430
1,5240,4900
2,4900,5240
1,4700,4400
1,4400,5120
1,5400,2150
1,2150,5400
7,2340,4720
13,4720,2340
1,5930,2340
4,4700,620
1,620,4700
2,4720,3400
2,4720,5410
2,5410,4110
1,4250,2540
4,4700,3600
6,4720,2720
3,'Student',4350
1,4920,3400
2,4940,5260
3,'Unemployed',2700
2,8960,7950
1,7950,5520
2,5520,4720
2,4760,4350
1,4350,4760
3,4760,5840
7,4760,2310
1,4230,5610
2,5610,3600
8,4760,2630
2,430,4760
3,4760,2740
7,2740,'Unemployed'
1,4940,3650
7,5400,4720
3,4720,2150
1,5840,2630
1,2630,5620
7,4700,2720
3,4700,2320
14,4700,5240
1,4720,4530
1,4760,7750
4,7750,4720
2,4720,5600
1,5600,4040
1,4600,3510
2,4760,8260
6,'Unemployed',730
1,730,4110
5,4110,310
7,4760,5120
1,4920,3600
4,4940,4230
1,4230,5160
7,4150,4720
3,4720,5630
1,3950,4250
10,4250,6260
2,'Unemployed',8200
31,4720,4700
4,4700,3920
3,3920,4760
4,4700,4040
3,4720,1960
1,1960,2200
1,2200,2300
1,2300,4030
2,4030,2300
5,4720,2000
3,4720,800
2,'Unemployed',4830
1,6260,7330
1,7330,6220
1,4760,7700
1,4760,8730
1,8730,'Unemployed'
1,4420,230
10,'Unemployed',4820
1,4820,1230
1,5700,3740
3,'Unemployed',3740
1,4940,8220
1,1550,4020
1,120,5000
1,310,4040
3,4720,3800
2,4850,2310
4,4720,8740
36,4760,5240
8,5240,4760
1,4050,2340
1,4940,7010
2,7010,5310
2,4700,910
2,4920,4810
2,'Unemployed',60
5,4720,1110
2,4700,2910
1,4850,6700
3,4760,2440
1,2440,530
1,530,3920
1,4110,700
1,700,'Student'
1,4110,3850
2,4940,4600
1,4850,2300
1,2300,4620
1,4620,2300
2,4760,9840
1,5620,4640
2,4760,5550
1,5550,3920
1,4700,7140
3,4760,4230
3,4720,2200
1,2200,2630
1,2630,2850
2,4850,20
1,5700,950
1,950,'Unemployed'
3,1550,5260
3,5260,1550
1,5260,1530
1,1530,5260
4,4940,4020
1,2630,5330
1,5930,2010
4,4940,5700
1,4840,6200
1,5240,5020
3,4700,4000
2,4920,5400
2,410,4110
7,8300,'Unemployed'
1,4700,5820
2,5820,4720
3,'Student',4800
2,4940,430
10,4760,2340
1,2340,3320
1,2310,2340
1,2340,4810
1,4940,6240
3,5400,4620
1,4250,4060
1,4720,5310
5,4760,4130
1,4760,7430
5,4760,4000
2,4760,730
1,4760,3850
2,2000,4760
9,4760,2000
7,4720,6230
1,6230,5930
1,4850,220
3,'Student',2750
2,2750,4030
1,4030,2750
1,2750,4010
1,4940,5820
1,5820,4110
1,5620,4010
4,'Student',4640
1,4640,1000
1,4760,500
2,500,'Student'
2,4760,5330
2,5330,5120
1,5120,4430
1,4430,5120
2,4760,3510
1,4700,3850
1,3850,2310
7,4760,5310
1,5310,7750
2,7750,4760
2,2340,5930
2,5930,4110
3,4110,5930
2,'Student',3800
2,3800,'Student'
2,4510,5860
1,3600,5120
2,4760,3500
3,4740,4230
1,4230,5240
2,4720,4000
1,5700,2150
2,2720,5810
4,5700,5240
1,5240,5260
5,4720,5000
2,4700,5260
3,4740,4020
1,4700,2860
1,2860,4700
4,4700,4030
1,5160,50
1,50,5160
1,4000,4760
1,4810,4110
1,2000,4020
2,3600,4020
1,4720,8760
2,5000,4110
1,4700,5140
1,4350,2820
1,430,5700
1,4720,5920
1,5920,5820
1,5820,5920
1,4830,60
11,4700,4110
11,4050,4720
9,4720,5810
5,4700,430
10,4940,4110
4,4060,4110
4,5700,4110
2,5510,5700
1,5700,5510
7,4700,4710
1,6260,1110
1,1110,5840
1,4760,2810
1,2810,2850
1,4760,140
1,140,2830
1,2830,2810
1,2810,2830
1,4720,4300
1,5260,2630
2,'Unemployed',5360
3,4940,3920
2,4220,5400
1,4760,2820
5,4760,4520
1,4520,2140
1,910,4920
10,4720,9620
1,9620,8250
6,4700,2310
2,5400,2850
1,2850,5400
1,2850,2830
7,4720,5260
1,5260,6500
1,6500,5620
3,4110,8710
1,8710,4720
8,4760,5860
7,5860,4760
7,4760,4220
2,4220,4760
2,5400,4220
7,4750,'Unemployed'
1,2720,800
1,4510,5850
1,5850,4510
2,4510,'Student'
1,4850,2340
7,4940,5400
1,8830,3510
1,3510,5110
1,4760,6250
1,220,6510
1,4820,850
1,5110,4030
2,4030,4610
1,4150,5020
3,2720,4700
2,4700,4250
1,4250,4700
1,4760,8810
4,'Student',8830
4,4720,4120
4,4820,910
1,4850,4500
4,4940,5620
1,3500,2000
1,5100,3600
1,4720,7310
7,'Unemployed',4740
1,4740,3650
1,3650,4740
1,4940,8740
1,4760,5900
1,5900,5240
1,4700,4210
1,4700,410
3,410,'Unemployed'
2,4700,5300
1,5120,20
1,4600,4940
1,4940,2000
3,2000,2340
1,2340,2550
1,2550,230
4,4700,1110
3,4130,4020
1,2340,2850
3,4060,4010
2,4760,4810
1,4820,560
2,4700,4950
1,4950,5620
2,5620,4950
1,5400,4710
1,4030,8320
1,8320,4230
3,4760,4900
1,4900,'Student'
14,4940,4720
1,5350,5120
1,4960,4600
7,4850,4760
1,4760,6520
2,4760,8800
1,8800,6050
1,6050,4340
2,4720,4820
3,4820,'Student'
1,'Student',4820
1,4950,4720
2,5860,4510
2,4130,4720
2,'Unemployed',4540
1,'Student',4200
1,4200,'Student'
1,2720,4720
1,2720,2140
2,2140,'Student'
1,'Student',40
1,4760,4120
1,4760,4640
4,4720,4640
2,'Unemployed',700
1,20,4700
3,4720,4430
1,4740,7360
1,3950,1100
2,1100,'Student'
1,5160,4710
2,'Student',4960
2,4960,5700
1,4130,5100
1,4760,1810
4,4920,5700
2,4700,50
3,4720,2630
3,2630,4960
2,4960,2630
1,4960,1930
1,1930,2150
2,'Unemployed',420
1,20,4760
1,5520,5700
1,5700,1720
1,4850,1810
3,'Student',3300
41,'Unemployed',9640
152,9640,'Unemployed'
3,4700,7200
1,4230,5100
1,5100,4720
1,4700,420
1,4610,4940
1,4940,4610
7,4720,4940
1,'Student',20
1,4110,4350
4,'Student',5100
5,9610,5620
2,5620,4740
13,4720,4150
1,6230,4110
1,4020,340
1,340,6230
1,5360,4720
3,4760,5320
1,5320,5010
1,5010,2310
1,4760,2910
5,2910,'Student'
5,5620,4020
1,'Student',6400
1,6400,'Student'
14,'Student',4700
1,1960,5930
1,4810,1460
5,4850,4710
6,4720,3410
1,2820,5000
1,5260,5300
1,5860,5620
1,4720,5220
2,2700,7510
1,7510,2700
1,7510,4900
5,4600,5620
1,2010,4760
1,4750,6260
1,6260,4750
1,4940,4060
1,4010,3240
1,4060,5410
1,2630,5310
1,5310,4250
1,4760,950
1,950,5000
3,'Unemployed',8860
1,4520,4760
1,2300,2540
1,50,2000
1,2000,4840
1,4840,5110
6,4720,4950
5,4950,4760
2,4760,5410
1,5410,620
1,4020,3800
1,2300,4020
1,'Student',3030
1,3030,'Student'
1,4650,730
2,4920,4710
3,4150,5400
1,5400,730
1,730,5700
5,4760,4940
1,2310,4850
1,4850,2320
2,4820,4840
1,5240,4140
2,4110,4960
1,4960,4110
1,4700,4620
1,2540,5240
1,4230,1040
7,4150,4760
1,'Student',8730
1,8730,6260
1,6260,5140
1,5900,9990
1,2340,4010
1,2720,420
1,420,2720
2,'Student',420
1,420,3950
1,3950,4960
4,4960,4760
1,4710,7700
1,4760,6710
1,6710,4760
1,4760,7930
1,'Student',4750
1,4750,'Student'
4,5240,4940
1,4830,2310
1,2310,1960
1,4920,7420
1,4940,4620
1,4620,4940
3,4940,2300
1,2340,5900
1,5900,5220
1,5220,4760
1,4760,5250
1,910,20
1,730,4720
6,4760,4850
1,4850,850
1,4230,2150
1,'Unemployed',5800
1,4720,1810
1,1810,'Student'
1,4720,7000
2,4720,4840
1,4760,2760
1,1000,7010
1,7010,4700
1,4850,3600
1,4850,5260
5,4760,620
1,620,1530
2,4110,2720
2,4760,2020
1,2020,4720
3,4720,2310
1,430,5260
2,4850,4800
2,4760,2330
1,4700,2550
1,4850,110
1,5810,3640
6,4720,7750
1,4220,8300
1,5700,4610
1,5620,6600
2,4760,9130
17,9130,4760
2,4700,5230
1,5400,350
1,4620,910
1,910,4810
3,4760,5100
1,5100,6530
1,6530,5610
6,5610,4760
1,4740,4250
3,4700,2300
3,'Student',4920
1,5700,2300
2,2300,5700
1,1540,4760
1,1040,4040
2,4700,9620
9,9620,4700
1,620,5860
1,5860,4920
1,4820,4850
2,4850,4950
1,5930,3920
1,4700,4920
1,4760,4800
1,4800,4900
2,4900,5700
1,5310,4900
2,4760,120
1,4700,5340
4,'Student',2040
7,5240,4700
1,2800,'Student'
1,5930,4510
1,4030,4510
1,2750,4940
1,2200,4940
2,4940,2310
1,2630,5120
1,5160,3920
1,4760,5110
1,4750,9810
1,9810,1300
1,5100,4760
2,4230,4940
1,5620,8810
1,1010,2200
1,2200,2710
1,2710,'Student'
1,1550,4150
1,4850,2720
1,2720,4850
1,4850,710
1,2060,4720
1,4720,6240
1,6240,5000
2,'Unemployed',5130
1,4250,6020
1,4850,4930
2,4750,4760
1,7810,4020
6,2720,4760
1,4140,4540
1,4760,5020
1,5020,5010
5,4720,5300
1,5620,5010
2,2300,4700
1,2300,420
1,2630,4600
1,820,'Unemployed'
1,4750,5400
1,5400,150
1,5400,5820
1,5320,4130
1,4130,5320
1,5320,5700
1,4120,6510
1,4520,5120
9,4760,4250
1,4250,2630
4,5260,2340
2,'Unemployed',5140
1,5140,4600
3,4740,5240
1,4810,2340
1,4700,4150
1,4720,1010
1,1010,5400
1,4350,4340
4,4720,4960
4,4960,'Student'
2,1000,'Unemployed'
3,4720,7200
1,2310,7700
1,7700,4110
1,2300,430
1,4940,6220
1,6230,6600
1,2320,2200
2,5240,6260
1,4720,5800
1,4940,7700
1,5000,4840
1,4700,5520
1,4030,5010
1,4110,7750
1,5240,2740
2,2740,4720
2,4950,4110
2,4760,5230
1,5230,4760
1,6050,5700
2,1110,4720
1,4760,2320
1,4700,5020
1,5100,5230
1,'Student',840
1,840,'Student'
2,'Student',5200
1,4700,5200
2,620,'Student'
1,4650,5400
1,1040,710
1,5350,5020
1,5020,5400
1,850,4920
1,4920,5100
1,5100,50
2,4430,4720
2,4700,4900
2,4900,4760
1,420,'Student'
3,4700,4010
1,4140,2720
4,4850,5240
1,4760,2710
2,2710,4760
4,'Student',2700
2,2700,'Student'
1,4430,500
1,4820,4620
1,4620,710
1,710,2720
1,2720,4810
1,4810,9840
1,4920,910
2,4760,8760
3,4130,4250
1,4250,8220
1,8220,8740
1,5240,150
1,150,'Unemployed'
1,8220,4020
2,5700,4150
3,4700,5620
1,8000,8010
1,2010,5930
1,1960,4720
2,4720,730
1,730,2200
1,4210,9130
3,4760,4920
2,4720,2920
1,'Student',2800
1,2800,5300
2,4700,5350
7,4760,6230
3,6230,8960
1,940,6260
1,4700,7010
1,4700,3640
1,1960,2340
1,430,2040
2,2040,'Student'
1,430,2000
5,4700,5400
5,4720,4740
1,4740,2440
1,2440,2430
1,2430,2440
2,2440,5400
1,430,2200
1,2200,430
1,4720,4900
1,2630,5240
1,4720,4400
1,4400,330
1,3410,2860
2,4700,2020
1,2020,5930
2,4700,3800
1,4920,5340
2,4920,5000
1,5000,7010
1,5160,4600
1,4850,5120
2,'Unemployed',530
1,3650,5810
2,4760,4750
3,4760,7200
1,4760,8250
1,8250,5300
1,4840,5350
1,4110,5360
1,5360,5620
1,5620,5360
1,5360,4760
1,4760,5360
1,430,5340
2,4720,4520
1,4520,4030
1,5900,4700
1,620,4720
1,4740,3740
1,4700,2850
1,2850,5930
1,5930,2850
10,4720,3920
1,2310,2300
1,2300,5510
1,1960,4940
5,4220,4250
1,5810,4030
1,4150,8960
1,4760,2830
2,8800,5610
3,4760,3630
3,3630,4760
1,4230,4520
2,4940,1040
1,2340,5410
1,5410,430
1,430,5410
1,'Unemployed',7330
1,7330,5610
1,4840,5620
2,'Unemployed',2840
1,2840,'Unemployed'
1,5810,4850
4,4850,5620
1,4760,7620
1,7620,2600
1,2600,7620
3,7620,'Unemployed'
1,4720,7620
1,4750,4220
2,4220,4750
1,4230,5810
4,4760,3130
1,4920,5300
1,4960,4720
1,2720,5630
1,5630,4130
1,4130,5630
1,5630,2720
4,4740,4760
2,4720,4650
1,4220,8760
1,4720,5520
1,4700,2040
1,2920,6420
1,4150,4020
2,4110,2300
1,520,5930
1,5320,4760
1,4720,3030
1,3030,4720
2,2340,3030
1,3030,2340
1,3030,5240
1,4520,4700
1,4920,2140
1,2140,4920
2,2540,4230
1,5000,520
1,5240,4150
1,4150,5130
1,5130,5140
1,5140,520
1,4030,6600
3,4760,6260
3,'Student',7800
1,7800,2540
1,1550,4110
1,3920,5140
1,4700,7940
1,5240,4800
1,4800,5700
1,5700,5310
1,4700,4650
1,4650,5120
3,5400,5810
2,5810,5400
1,2150,5000
1,5810,2720
1,2720,8740
1,8740,2720
1,4820,5930
2,4760,5600
