weight,source,target
2,'Unemployed',5500
1,5330,2320
1,5810,5110
1,5160,1000
1,1000,5240
1,5160,5700
1,5620,510
1,510,530
1,5100,2340
1,5100,5420
2,'Unemployed',820
2,5160,5340
1,5260,4060
1,4060,2540
6,2540,4110
6,4110,2540
2,2540,2000
2,2000,2010
1,5620,8620
1,5000,4210
1,5700,3400
1,5600,5860
2,5860,5600
1,5000,410
1,5860,3240
1,3240,2000
1,5140,8740
3,5240,4850
1,120,4760
11,4760,5810
2,3650,5260
3,5260,3600
1,5510,5000
2,5110,2140
1,3640,5240
1,5240,4960
18,4430,'Student'
3,'Student',710
2,5150,'Unemployed'
2,'Unemployed',5220
1,5240,5420
1,5410,6050
1,5510,5930
1,5000,310
1,5530,950
1,5300,3230
1,5400,4230
1,5020,540
1,5240,5610
1,5610,5700
1,5340,800
34,4760,5400
2,5000,5100
4,5900,'Unemployed'
9,'Unemployed',5900
1,5840,5810
1,5420,'Unemployed'
1,3600,5520
1,5000,5600
2,5000,800
1,5350,2020
1,2020,2150
1,2150,5920
1,5920,1060
4,'Unemployed',1810
1,'Student',2050
1,2050,'Student'
8,5310,'Student'
1,5700,9830
2,'Unemployed',9820
1,5700,9800
1,5400,5420
4,'Student',4810
2,1530,6260
2,6260,1530
1,1530,1550
1,1550,1530
1,1530,1540
2,5410,20
1,20,560
1,5860,2330
1,5200,120
1,5120,5900
1,5820,940
1,5530,1430
1,5860,50
1,5610,7410
1,7410,7420
1,120,5340
1,5840,5860
2,5860,5840
1,5700,410
1,5810,9620
23,9620,4020
71,4020,'Student'
1,5240,1300
1,5240,4710
1,5000,950
1,5400,1060
5,5860,5400
5,5400,5860
2,5810,5610
1,5610,5350
8,5620,3920
1,5300,340
2,5240,1110
1,5630,4710
1,4710,6200
1,5610,9740
1,800,5100
2,5250,5260
1,5260,5250
1,5600,5000
2,5840,730
1,5010,5240
57,'Unemployed',4610
88,4610,'Unemployed'
1,5620,1540
1,1540,5620
1,5000,2710
1,5230,2340
1,2340,5230
4,'Unemployed',5540
1,5810,4710
1,5140,800
6,5400,5240
13,'Student',5820
3,5400,430
2,5700,5200
1,5840,120
2,5820,5810
3,5700,2310
1,5920,'Student'
2,5000,620
2,620,2340
1,5560,9810
8,5850,'Unemployed'
2,5240,910
2,5400,800
2,800,5400
2,5840,5930
1,5930,5840
1,4840,5160
7,5160,5240
2,5000,540
5,5600,'Unemployed'
2,5400,5160
1,5860,2910
9,'Student',5610
1,4430,3220
1,5620,4810
224,4110,'Unemployed'
2,2340,5860
1,5310,3410
1,3410,5310
2,2720,5700
1,3130,5700
1,5620,7000
1,7000,7240
3,7240,'Unemployed'
2,5160,5260
2,5260,3950
49,3950,'Student'
11,'Student',5930
10,5930,'Student'
2,5240,2320
2,5020,4110
1,4110,5250
23,'Unemployed',5160
1,5860,2200
5,5240,5100
3,5100,5240
3,5260,5240
1,5300,4250
2,4250,5300
1,5420,5240
1,5620,5630
1,5860,2850
1,5150,4220
6,5240,5400
8,'Student',5840
2,4720,1550
3,1550,'Student'
5,'Student',4710
1,4710,2340
1,5700,130
7,5140,'Unemployed'
1,5840,2010
1,5860,3520
3,3520,'Unemployed'
4,'Unemployed',3520
1,5100,5700
1,5400,4810
1,5320,2300
1,2300,5260
1,5260,5110
7,'Unemployed',5930
1,5340,5860
1,5520,5810
6,5400,5110
1,5520,5350
3,5240,5300
2,5300,5160
3,5000,5120
1,5230,910
2,5860,3650
2,5300,5400
1,5400,4050
1,4050,5810
2,5810,420
1,100,620
1,5240,1020
5,'Unemployed',2550
1,5400,4920
1,5260,5910
1,5910,5850
5,'Unemployed',5600
2,5600,5810
1,'Unemployed',5920
1,5920,5620
1,5110,5930
2,5930,5400
1,540,5840
1,5400,4030
23,4030,'Student'
1,4030,430
1,4430,4250
2,4250,430
3,430,4030
5,4030,5400
2,5000,4810
6,'Student',2820
4,2820,'Student'
6,5100,'Student'
1,5230,4230
1,5810,5320
1,5320,2840
1,2840,5320
1,5000,9000
3,5240,2200
7,5000,'Student'
1,'Student',2810
1,5000,5620
5,'Unemployed',7340
1,5120,5000
1,5830,'Unemployed'
12,'Unemployed',1040
1,1040,5830
3,5410,5240
1,5350,5700
1,5860,20
11,5930,'Unemployed'
1,5260,20
2,430,5930
1,5160,7620
1,7620,830
1,830,7620
2,7620,4720
2,4720,1040
1,1040,830
1,5120,3600
7,5550,'Unemployed'
1,5860,2320
4,2320,'Unemployed'
1,2320,2340
1,5400,110
1,5120,4140
1,4140,5860
1,5860,4950
1,4950,5140
1,5000,4600
1,5510,6230
1,6230,5510
3,5810,5700
3,3600,5240
1,5240,4810
1,5400,1010
1,5820,5620
1,5320,2630
1,2630,5320
1,5140,5120
1,5600,4710
9,4710,'Unemployed'
1,5700,1020
2,2850,'Unemployed'
1,5350,3410
11,'Student',3410
1,5350,5810
2,5620,1960
1,1960,5620
1,5620,4230
4,'Unemployed',5550
3,5400,3650
1,5700,2750
1,5000,3640
1,5400,2310
2,'Unemployed',7120
1,5110,3630
1,5620,700
2,5260,430
3,5240,9620
9,9620,5240
1,5240,5820
4,4720,5930
1,5930,710
1,5600,620
2,5220,5860
1,1360,'Student'
9,4720,4710
1,5600,5320
1,5000,910
1,910,5000
1,5820,5240
2,5240,5600
3,5600,5700
6,'Student',5600
2,5700,5600
4,5810,5240
1,5360,8710
1,8710,5620
1,4620,4060
5,4760,4060
3,4060,4760
1,4010,3600
1,4460,'Unemployed'
1,310,7700
1,4540,800
8,4200,'Unemployed'
1,4240,4720
2,4720,4240
1,4240,'Student'
1,4840,50
4,50,'Student'
5,'Student',50
1,2340,2840
1,230,420
3,4620,420
12,4210,'Unemployed'
2,4600,620
2,620,2020
1,4110,2550
4,2550,'Unemployed'
10,4110,4150
36,4150,'Unemployed'
1,2000,2720
4,4510,4760
9,4760,4510
1,4300,'Unemployed'
1,4600,2020
1,2020,2300
3,2300,2020
1,4110,6440
1,6440,8650
2,8650,'Student'
2,'Student',8650
7,4020,4000
1,4210,4140
4,4140,4720
27,4620,'Unemployed'
21,4610,3600
1,3410,4350
1,4110,1540
1,1540,1310
1,1310,710
1,4540,1540
1,220,1360
1,1360,600
76,4010,'Unemployed'
19,'Unemployed',310
46,4040,'Unemployed'
7,'Unemployed',8030
1,4010,2630
1,2630,3600
4,4720,5510
1,4110,3620
1,3620,3160
5,4110,4430
1,4610,4840
1,4840,3410
30,'Unemployed',4040
1,4040,6100
2,4110,3410
1,3410,4900
9,4550,'Unemployed'
6,'Unemployed',1020
23,4120,'Unemployed'
10,4020,4010
1,4150,5240
1,4840,4800
5,4800,'Unemployed'
3,4600,4050
1,4610,4460
54,'Student',4020
1,4020,7340
4,'Student',2010
8,4540,'Student'
3,'Student',1300
2,4020,5260
1,4010,3650
1,3650,4010
1,2310,2010
4,4650,'Student'
1,3410,4760
2,4760,2140
3,4020,7010
1,7010,7020
1,7020,2750
1,2750,7010
3,4600,2000
14,4000,'Unemployed'
9,4020,4030
1,1000,6420
1,6420,1000
6,4110,5810
2,4600,800
2,4610,4220
2,4020,5810
7,4030,4110
1,4110,1610
3,4610,2540
1,2540,710
1,710,5160
1,5160,5810
8,4020,3600
9,4620,2340
1,4120,2850
1,2850,5600
5,4600,2310
8,2320,'Student'
1,2320,6260
2,4020,4230
2,4120,4050
10,4010,310
2,4040,2310
3,4610,5700
1,4610,3130
4,4010,5260
2,5260,4010
1,5900,4010
1,5900,940
15,'Unemployed',4620
14,4600,5400
8,5400,4600
2,4010,4600
1,2310,2720
11,4600,2300
3,4110,4050
21,4150,4110
1,4000,1010
2,4200,4230
1,4010,7020
14,4110,5400
1,2340,2710
1,2710,2850
1,4120,3600
5,4640,'Unemployed'
1,2330,2720
1,4110,4800
2,4110,1020
1,1020,4110
1,4110,2850
1,2850,9990
1,4640,350
2,4040,2830
4,4010,4700
5,'Unemployed',4550
1,4020,4040
6,4010,4050
11,4600,4110
1,4120,3500
2,4110,2750
1,2750,5620
1,5620,2750
1,4110,3050
1,2600,4020
1,4020,2600
3,4620,430
1,430,2010
1,2010,2020
1,4210,4220
1,4010,130
9,4020,6230
6,4600,4020
1,4600,6420
2,4610,5400
4,'Unemployed',2060
2,2060,'Unemployed'
63,4620,'Student'
11,'Student',2310
12,4110,3600
6,4150,5700
9,4020,4220
3,4220,7010
1,7010,4020
1,4110,4710
1,4710,5620
9,'Unemployed',6600
1,6600,5160
1,5160,6510
13,4520,'Unemployed'
1,9820,6940
2,4120,4720
2,4720,3500
2,4110,3630
3,4600,4010
5,4530,'Unemployed'
1,4220,2000
1,4010,3410
28,'Unemployed',4150
2,4110,620
1,620,4110
30,4110,4720
3,5120,4110
18,310,'Unemployed'
4,4400,'Unemployed'
2,4020,4710
1,5400,4240
9,4040,'Student'
9,'Student',4040
1,4620,2060
2,2060,2310
1,2310,2060
51,'Student',4620
295,4760,'Student'
1,160,8030
10,4010,'Student'
1,4610,7200
2,4110,3650
2,4220,4020
2,4020,1040
2,1040,4020
1,4020,1010
1,1010,4020
1,2010,4960
1,4320,50
1,50,4320
22,4110,4040
8,4010,4020
2,4620,5930
2,4150,4030
3,4030,4150
2,4150,5810
1,4020,7260
1,7260,7210
3,6260,6440
9,9620,4220
1,4210,620
1,4640,4130
2,4650,4150
16,4110,5240
1,4610,1430
1,1430,4610
1,4610,1450
4,4600,5810
1,4110,5800
1,5800,4110
1,4200,4050
1,4050,4200
5,310,4010
1,4540,5320
1,4720,7010
2,4610,2020
2,4610,2000
3,4110,4120
1,4120,1220
1,1220,4120
17,'Unemployed',4120
9,4720,5100
1,5100,4150
1,4600,4040
1,4510,5560
1,5560,5860
1,4200,2630
2,4150,5860
2,4600,5260
2,5350,'Student'
7,3600,4110
11,4040,4110
1,4010,4220
7,4220,4110
1,6420,5110
8,4600,5700
1,5700,5300
1,'Student',5520
1,5520,2300
12,4020,4110
8,4020,5620
1,3600,5260
8,3600,4720
2,4110,5310
2,5310,4110
14,4050,'Student'
1,6350,7150
1,7150,7200
2,5810,4110
1,4200,4250
1,4600,9990
1,9990,4600
4,4600,4430
1,4200,5000
7,'Unemployed',410
1,410,420
6,'Unemployed',4210
2,4110,5110
3,5110,'Student'
31,'Student',4940
2,4940,5110
2,4620,4030
2,4030,4220
5,4110,5860
4,4020,4840
4,4840,6260
1,6260,4840
1,1960,5000
6,4110,4250
4,'Unemployed',4900
8,4900,'Unemployed'
2,5400,4130
1,4130,5400
1,4620,2820
1,2820,60
1,4600,4320
3,4110,6260
1,4600,4810
12,4420,'Student'
1,4110,7610
1,7610,4110
9,'Unemployed',4000
1,4000,520
1,520,4000
9,4020,4050
5,4050,4010
7,4010,4720
2,4020,7310
1,7310,4020
1,4200,4220
1,310,3410
1,5810,5900
2,4010,4250
2,4500,4320
1,4300,4430
4,2340,4620
3,4110,5020
1,5020,5240
42,'Unemployed',4140
1,4510,5140
3,4110,4610
3,4620,2540
6,4110,4700
5,4700,20
1,2310,4600
3,4620,3650
3,3650,4620
5,4600,5240
12,4600,4760
1,2310,5230
1,5230,5420
1,5420,910
2,4110,1040
1,1040,1100
11,'Unemployed',4520
3,310,4110
1,4200,6510
1,4110,5260
1,4020,7150
1,7150,4020
13,4110,4020
1,4020,6420
1,6420,4000
19,4110,4760
1,4760,1960
1,1960,5400
1,1960,5840
1,5840,5240
2,4320,4510
2,4510,4030
1,310,4760
31,4760,5620
1,5620,2150
2,4620,3600
1,3600,4620
6,4500,'Unemployed'
2,4640,4610
1,4320,560
5,'Unemployed',4500
1,'Student',1900
1,1900,2720
5,2720,4110
1,4030,2720
2,4510,5240
4,4620,2000
1,4010,4040
1,4320,2010
1,5700,5100
1,4110,6050
1,6050,2540
1,4610,5300
2,4350,3650
1,4040,4010
10,4600,5860
7,5860,4110
1,4110,2310
1,4350,6050
6,4120,'Student'
1,'Student',2600
1,4010,5300
1,2340,1960
1,1960,2540
1,4000,2820
1,4350,5620
1,5620,4350
1,4350,9130
1,4600,1530
2,1530,'Student'
1,2820,1430
1,1430,820
1,4640,2340
1,4620,9990
1,9990,2010
2,4610,2010
1,4210,220
7,4320,'Unemployed'
2,'Unemployed',4320
9,4000,4020
1,4520,2540
12,5240,4110
1,4020,5930
1,5930,7200
1,7200,5930
1,4600,540
1,540,4700
5,4110,4130
10,4130,4110
1,4110,7810
3,4110,2340
5,2340,4110
1,4120,5800
1,4120,5620
9,4110,4030
1,5400,5260
1,5260,4030
1,4030,1040
1,4020,3650
1,310,4840
1,5240,5310
2,'Unemployed',5530
8,4030,4020
3,4350,'Student'
5,'Student',850
4,850,'Student'
1,4020,1000
1,4600,4900
5,'Student',2440
1,4010,7220
6,4600,4230
4,4230,4600
2,4020,5100
2,4050,4030
3,'Student',7810
1,7810,'Student'
3,'Student',5800
1,4620,1830
1,1830,1860
9,'Student',4420
2,4600,5010
1,5010,2820
16,'Student',4130
13,4130,'Student'
4,4110,5160
1,4500,6230
1,6230,4500
1,4010,5340
1,4020,5310
1,5310,4030
2,4510,4320
11,4020,4760
14,'Unemployed',6240
1,6240,6330
1,6330,6600
1,6600,4940
5,4940,4150
3,4110,5120
1,4610,5120
1,5120,4610
1,4610,5930
2,5930,5120
2,5120,5100
1,4610,5230
1,5010,4600
1,4600,2140
2,4230,4610
1,4150,6230
1,6230,5110
1,5110,4020
3,4020,4140
3,4140,4030
3,4030,4050
1,4050,4250
1,'Unemployed',8850
2,8850,'Unemployed'
51,'Unemployed',9600
3,4600,5160
2,4510,5620
1,4350,1020
3,1020,'Unemployed'
1,7010,4140
1,2340,5240
1,4010,7300
1,7300,5620
1,4000,6420
1,3600,9990
4,9990,'Student'
1,310,3600
1,330,340
1,4340,4350
1,'Unemployed',4340
2,4430,4600
4,2300,5400
1,4010,4130
2,4510,4610
8,'Unemployed',4350
1,4110,5320
1,5320,5620
1,5620,5320
2,5320,5810
1,5810,120
3,4020,4130
1,5860,2000
11,2000,'Student'
2,4150,4010
1,4110,1910
1,4600,220
1,4120,1550
1,4600,20
1,4620,3610
1,3610,4620
4,4620,4110
3,4610,4720
8,4720,4610
1,4010,4200
1,2310,540
1,540,2330
1,2540,5330
1,4650,2020
1,2340,5330
3,4430,5400
2,5400,2720
2,2720,5400
1,4010,5620
1,4040,3640
1,4200,5300
22,'Student',4050
2,4050,5700
31,4150,'Student'
2,4420,5400
1,5400,4420
1,4120,730
1,4610,3410
1,4110,2630
1,4320,5700
5,4600,2340
4,4610,4110
2,4010,800
2,800,5700
1,4120,6230
1,'Unemployed',6820
1,6820,'Unemployed'
3,4620,5700
1,4010,2140
1,4110,110
1,4350,210
1,1040,2010
1,2010,4810
24,4720,4010
1,4010,40
1,4000,5620
1,4230,2300
3,4110,4230
3,4230,4110
1,4040,9140
3,4600,2320
2,4020,4430
1,4430,1000
1,1000,1110
1,1110,5310
1,5310,5860
11,4110,4010
12,4010,4110
2,4010,5000
1,2320,5840
1,4040,4810
3,4810,'Student'
2,4110,3740
1,4240,430
1,4320,8550
1,8550,2600
9,'Unemployed',50
1,50,4130
1,4130,50
1,50,4840
1,4020,5300
1,5300,4020
1,4020,5000
1,4110,1560
2,4110,2200
1,2200,4110
1,4610,3030
1,2540,2060
1,2060,2540
1,2540,2720
1,2720,2540
1,2200,2320
1,310,6050
1,6050,4230
1,4230,5300
2,4600,5930
1,5930,5420
1,4620,5600
1,4600,5800
6,'Student',4120
1,4120,5810
1,4300,5000
1,1040,1530
1,4550,5330
1,5810,1550
1,1550,2020
13,4020,4720
2,4240,'Unemployed'
3,'Unemployed',4240
1,4110,2400
1,4600,5820
1,5820,340
2,340,'Unemployed'
1,4010,4760
2,4010,4030
5,4030,4010
3,4050,4110
1,4210,4250
3,4250,4210
3,'Student',5010
2,5010,'Student'
3,4610,2340
1,2340,2050
1,310,7000
1,4010,5120
2,4010,2340
4,4620,4960
1,4010,6260
1,6260,4010
3,4010,2020
2,2020,4010
2,4110,4950
2,2300,4230
1,4110,910
1,910,5930
1,4110,5820
1,'Student',860
2,4020,6600
7,4720,430
2,5700,4060
1,4060,5700
1,4600,7750
1,4600,3130
1,4020,7200
1,5810,5600
1,4650,3630
1,3630,4610
1,4110,6320
2,6320,'Student'
1,310,3110
2,4410,7010
2,7010,4410
1,4410,2200
1,2200,1000
10,'Unemployed',9720
2,9720,8960
1,4120,2300
1,4040,3600
2,4110,3500
1,4010,6420
2,6420,6440
1,2010,4610
1,4610,2330
5,5860,4600
1,4420,4050
1,4520,5700
1,5700,4520
1,4040,3130
1,4350,6220
1,4060,4620
2,4620,5620
2,5620,4620
3,4600,3650
8,4510,4720
14,4720,4220
4,'Student',4510
1,4510,4220
2,4220,4510
1,5160,5400
1,4610,210
1,210,5240
1,4020,6330
1,6330,4020
32,'Student',4150
1,2830,'Unemployed'
1,4010,850
3,5260,4110
2,'Student',7330
1,2340,5120
5,4600,4510
1,4510,5840
4,4150,4620
1,'Student',5140
1,4760,420
2,4200,7340
1,310,940
2,940,4030
1,4030,2540
1,4030,5850
1,5850,4110
2,2310,2540
6,4600,4030
2,4110,410
1,410,3640
1,4040,620
1,620,4150
3,4150,4040
1,4040,4350
3,2010,'Student'
1,4510,8410
5,4020,4250
1,4200,7000
2,4460,'Student'
1,'Student',4460
1,2540,4760
4,4600,3600
1,4960,50
1,4210,20
1,4620,1100
3,2340,4020
1,4030,4060
1,4060,4120
8,5700,4720
2,4650,5700
1,4620,4250
6,'Student',5300
1,7340,4200
1,4320,2340
3,4000,4010
1,50,4810
2,310,5240
1,620,540
1,4610,9120
1,5860,820
2,2540,4620
2,'Student',720
2,720,'Student'
3,310,20
3,20,'Unemployed'
1,4030,3600
1,4150,3600
4,4020,6260
7,4140,4020
1,4610,9620
1,4610,4130
1,4130,4610
2,4110,4810
1,4600,730
2,730,'Student'
15,4610,'Student'
1,4000,6260
9,4020,9620
3,4620,2200
1,2200,4960
1,4960,4620
2,4960,5930
1,5930,2810
1,2810,5930
1,4110,3540
1,4040,530
2,4110,4520
1,4320,4500
4,'Unemployed',3400
3,4150,5260
1,5260,4150
6,4640,'Student'
7,'Student',4010
1,4020,7810
1,4540,4110
1,4620,4510
2,330,'Unemployed'
1,5400,3510
1,2820,5260
1,4640,2010
1,4600,4060
2,4060,4150
1,4150,4060
1,4120,5160
1,5160,3600
1,5860,4710
1,4710,5860
1,4110,800
1,4110,4320
2,4320,4720
43,4720,5400
9,5400,4110
5,4010,5240
1,4230,4060
7,4600,3950
5,3950,4600
1,2540,2140
1,4120,3650
1,4510,120
1,4010,110
1,4040,4600
1,4620,3630
1,4150,3320
1,4350,2200
1,2200,2010
1,2010,2200
1,4010,2300
1,4620,2020
1,2020,4620
1,2830,'Student'
1,'Unemployed',10
1,10,3730
1,4200,4720
1,4710,4720
2,5260,4720
1,4610,5600
16,4720,4030
1,4030,4160
1,4040,910
2,910,'Student'
3,4600,2720
4,2720,4600
1,2860,2720
3,'Unemployed',3540
1,4350,430
1,4620,5310
1,5310,4220
3,4220,2340
1,2340,4220
2,'Student',2550
1,2550,5930
1,5930,2550
1,4610,6240
18,'Unemployed',4850
3,4850,4720
2,4020,6520
1,4110,140
2,4020,4600
55,'Unemployed',9610
1,4200,3500
1,4540,4510
2,310,430
30,4760,4600
1,4010,1960
3,4210,'Student'
2,'Student',4210
5,'Student',6440
3,6440,'Student'
2,4110,5300
1,4000,6200
1,4010,150
2,4040,4020
1,5700,4650
1,4650,4600
2,4600,4650
1,4650,4030
3,4030,5700
1,5700,4030
2,4030,5110
1,5110,310
1,4200,4320
1,4320,4520
2,4110,2150
2,4540,4040
10,'Student',4610
1,4620,1910
1,1910,1550
2,5850,4610
1,4610,5850
1,4600,5150
1,5150,5120
1,4010,1000
2,4620,6420
1,6420,4620
1,'Student',520
1,4110,1960
1,1960,4600
2,1300,'Student'
1,4600,4000
1,4000,5110
1,4530,4220
1,4220,4530
3,4530,'Student'
1,310,5400
1,4230,2310
1,4640,230
2,4040,2300
1,2300,4040
1,4040,5240
1,4200,5220
2,4110,6230
1,4620,5900
1,5900,4840
2,4230,5400
1,4510,2340
1,2340,5160
1,5400,5510
5,'Unemployed',5820
1,5820,2140
4,'Student',5000
2,'Student',410
1,410,4720
26,'Unemployed',4060
21,4720,3600
1,4610,3530
2,5400,2300
3,4620,4720
6,4720,4620
1,420,1040
2,4620,2310
2,4040,310
2,310,5620
6,5620,4110
9,4110,5620
2,5620,4040
1,2340,4600
1,4020,6510
2,6510,4220
2,4220,6420
1,3600,5320
1,5320,3600
1,310,'Student'
1,'Student',310
1,4040,1540
1,5700,4040
1,4020,2820
3,4000,'Student'
1,'Student',6200
1,4030,2850
1,2850,6200
1,6200,2850
1,2850,2050
1,2050,5930
2,5020,4720
5,4620,4600
4,4600,4620
2,4600,4150
1,4020,4200
1,4200,8300
1,4650,4320
2,4610,5240
1,4110,6530
1,4010,50
41,4720,4600
1,4600,2550
1,4510,6420
1,6420,4320
1,4020,310
1,4110,600
1,600,4040
2,4210,4110
1,4110,4210
1,5260,5810
10,'Unemployed',5850
44,8800,'Unemployed'
3,4110,4220
2,4600,230
1,3600,5160
1,5160,5930
1,5930,3650
4,4720,4130
63,4720,4110
1,4110,4410
4,'Student',4540
1,2540,4610
4,4120,4110
1,4350,4650
1,4650,4350
3,4540,4030
2,4030,4540
1,4540,6420
1,6420,4540
5,4510,4600
2,4010,4230
4,4230,4760
16,4760,4030
1,4150,5510
3,4010,5700
2,4010,5400
1,4010,4060
2,4060,3600
2,3600,4060
3,4060,5620
1,2850,2810
2,2810,'Student'
1,4640,4110
1,4110,4640
1,4150,2140
1,4620,5410
1,5410,5360
3,4020,9610
4,5840,'Student'
1,4640,2020
1,4040,4840
1,4840,4040
1,4040,20
1,4420,'Unemployed'
2,4610,3650
1,3650,4610
20,7800,'Unemployed'
11,'Unemployed',7800
1,7800,4220
116,8960,'Unemployed'
1,7700,5240
1,140,430
1,8440,2630
76,'Unemployed',8960
1,7700,110
1,8960,1540
1,8740,430
14,8100,'Unemployed'
2,8130,8100
1,8210,300
11,8960,'Student'
1,8460,6260
2,6260,7810
1,7810,6260
1,8140,7210
1,7210,5520
1,5520,7200
1,7200,5520
3,7830,'Unemployed'
1,'Unemployed',1600
1,1600,'Unemployed'
2,8740,5400
7,8260,'Unemployed'
5,7750,4110
2,5160,4110
2,7750,4010
1,8330,4600
1,8630,1430
1,7700,3650
18,7700,'Unemployed'
1,8920,6260
2,8610,'Unemployed'
3,'Unemployed',4200
1,4200,7310
1,7700,350
1,8960,4250
4,4250,8960
3,8960,7330
62,8740,'Unemployed'
1,'Unemployed',1420
1,8740,1460
1,8960,2040
1,8960,2000
1,7800,4050
1,8140,6230
1,6230,6940
1,8950,7800
2,7720,1550
2,8800,3600
1,140,1550
1,8960,4050
4,4050,8960
1,8960,4600
2,4600,8960
3,8260,'Student'
1,7850,4250
1,8460,2320
1,7700,8540
2,7900,8140
35,8140,'Unemployed'
11,7950,'Unemployed'
1,7700,6200
2,7750,8650
1,8230,4960
1,4960,2820
1,2830,2310
1,2310,2850
1,8960,3650
1,3650,5550
1,7700,7810
1,7750,6350
2,7900,'Unemployed'
1,8460,2540
3,8350,'Unemployed'
2,'Unemployed',8350
2,8830,4720
1,4720,1100
1,1100,6260
1,6260,2910
1,'Unemployed',9830
200,4700,'Unemployed'
7,'Unemployed',8830
11,8830,'Unemployed'
4,7840,'Student'
7,140,'Unemployed'
4,'Unemployed',140
2,8250,2630
3,7750,3600
1,4610,2860
2,8960,4950
1,4950,520
1,8940,'Unemployed'
1,8250,6200
1,6200,4250
1,4250,6200
1,6200,8710
1,8740,5600
1,8800,8320
1,7830,4050
3,'Student',3320
1,3320,4110
1,8640,1920
2,7750,6260
1,8910,4230
1,8800,4220
2,7800,4110
3,7800,9130
1,9130,7800
15,9130,4020
1,7800,5850
1,5850,4220
4,8830,'Student'
1,5620,1060
2,1060,'Student'
1,'Student',1060
1,8260,3600
1,140,4760
3,8960,5260
2,8960,5820
2,5820,8960
3,5260,5820
1,5820,5260
1,5820,2200
1,2200,8960
1,8740,7330
1,4140,7750
1,8420,7330
1,7700,2700
3,2700,'Unemployed'
1,7950,6260
2,7750,4510
1,4510,3600
4,8960,8740
1,7750,9720
26,9720,'Unemployed'
1,8220,4600
1,4230,5110
1,7700,20
1,20,7700
1,8960,7220
1,7220,6940
1,6940,6320
1,6320,6760
3,6760,'Unemployed'
4,'Unemployed',6760
2,8250,'Unemployed'
1,4220,4960
2,7750,6230
7,8030,'Unemployed'
1,4020,9150
1,9150,6260
1,7740,1540
2,1540,2630
1,8830,1100
31,8220,'Unemployed'
1,8500,'Student'
2,'Student',6600
3,6600,'Student'
4,4250,5620
3,5620,7750
3,8240,'Unemployed'
6,'Unemployed',9350
1,8800,4710
1,4710,3650
8,8950,'Unemployed'
2,7310,6520
1,8260,2200
1,2200,9990
1,7700,1900
1,7200,7810
6,7750,4020
2,8740,4110
1,1020,1060
1,8250,2830
20,7750,'Student'
1,4020,4120
1,4120,4020
10,'Unemployed',7700
42,'Unemployed',8740
1,8230,310
1,7720,2540
3,2540,4720
1,7950,5610
1,7700,4200
1,7700,8260
1,8030,2920
1,2920,5240
1,8960,620
1,140,40
1,40,5000
5,'Unemployed',8320
1,8320,7750
9,8800,'Student'
13,'Student',7750
1,8850,4220
5,'Unemployed',4420
1,8340,8330
1,8330,8340
7,8740,'Student'
1,1530,2200
1,2200,1760
3,'Unemployed',1430
1,1430,1460
1,1460,1430
1,8960,2140
1,8620,1920
24,'Unemployed',8140
1,8220,4250
13,7720,'Unemployed'
1,7620,7340
1,7340,6220
2,8740,1040
1,7850,4010
1,4010,4000
1,8100,4020
1,'Unemployed',4160
1,4160,'Unemployed'
4,7750,8960
3,8960,5610
1,8040,330
1,8550,8500
1,8100,7350
1,8740,7700
1,8960,6440
230,9130,'Unemployed'
2,8550,'Unemployed'
3,6510,5620
1,8740,8800
2,8800,9620
1,8140,7810
1,8030,7220
1,7220,8030
1,8640,9620
3,8740,7000
1,8740,1110
1,1110,6230
2,8540,'Unemployed'
2,'Unemployed',7300
1,7300,7340
1,7340,7300
1,8620,5610
6,'Unemployed',6130
1,140,6200
1,7730,5620
1,8000,8960
5,7730,'Unemployed'
1,'Unemployed',7730
1,8010,5000
1,8010,2540
1,2540,8010
1,8010,230
1,230,2200
1,5850,5120
1,7700,5020
1,8740,5240
2,8760,5930
1,7950,8130
1,8130,8740
3,8640,'Unemployed'
1,8030,6440
3,'Unemployed',4400
1,8140,5620
1,8920,7920
1,7920,8920
1,7720,7810
1,7810,7010
2,8930,8960
1,8330,4030
8,'Student',4950
1,140,5260
1,8740,2300
1,'Unemployed',8330
1,140,7700
1,8630,7300
1,8740,1740
1,7940,2910
2,2910,5240
1,8220,8200
1,8200,6230
1,8220,3300
1,8960,5400
4,'Unemployed',8500
4,8500,'Unemployed'
2,8220,'Student'
1,7950,4010
1,8030,7750
1,8740,2860
1,7700,410
1,7700,1920
12,'Unemployed',8220
3,7720,7750
1,7750,5610
1,7900,8030
3,8010,'Unemployed'
3,4220,6260
1,7950,6840
1,'Unemployed',6000
2,'Unemployed',7740
1,7740,5600
2,7800,'Student'
1,2550,'Student'
2,8960,6230
1,8930,'Unemployed'
3,8140,7700
3,7750,4250
2,4250,4110
1,7900,5620
1,8950,4110
1,8100,5240
1,8640,7750
2,8740,4250
1,8800,4510
3,4510,4520
2,4520,4510
5,7920,'Unemployed'
1,8610,7000
2,5240,2720
2,8960,9640
1,5930,950
3,7700,6230
4,8740,4720
1,'Student',1400
1,1400,4150
2,7750,6240
1,8260,4010
1,4250,2200
1,'Student',1410
1,1410,7410
1,7410,'Student'
1,8620,1960
1,1960,4850
1,8140,4250
1,4250,8030
1,8030,4250
1,8740,6200
1,8220,6050
1,8800,8650
1,8650,1920
6,8960,7750
1,4220,4200
4,8960,5620
